,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_69642,4319,2449,1205,4266,1284,2586,2338,1536,1645,555,560,294,569,2536,1761,1544,6761
hotlake_ucc_69643,790,358,128,573,176,344,398,230,251,210,246,108,235,1095,645,639,1075
hotlake_ucc_69644,136,66,26,98,36,98,66,61,43,60,56,27,53,200,141,117,178
hotlake_ucc_69645,1827,937,229,610,276,1101,537,350,707,236,243,104,238,801,427,536,4501
hotlake_ucc_69646,1384,752,169,512,158,521,290,226,363,170,210,92,194,637,412,410,2606
hotlake_ucc_69647,736,348,97,352,82,245,140,128,148,108,119,49,91,310,185,194,1045
hotlake_ucc_69648,4163,2012,599,1612,624,1685,997,677,1340,395,405,184,463,1562,1127,1123,8874
hotlake_ucc_69649,1991,1069,262,907,261,857,676,317,642,131,124,75,139,720,493,494,3873
hotlake_ucc_69650,841,452,123,315,65,327,196,109,277,17,30,6,24,217,110,77,1536
hotlake_ucc_69651,767,422,135,292,117,432,322,165,329,39,35,19,36,233,151,161,1200
hotlake_ucc_69652,3680,2004,656,2742,714,2116,1704,988,1358,461,437,215,545,1876,1162,1133,4701
hotlake_ucc_69653,2845,1276,409,1664,583,1391,1170,701,925,312,385,150,396,1464,825,730,3733
hotlake_ucc_69654,671,296,76,303,105,377,224,160,250,114,150,45,144,586,343,326,1157
hotlake_ucc_69655,1281,628,200,708,249,584,356,289,278,145,159,61,151,584,345,319,1240
hotlake_ucc_69656,470,193,75,222,76,235,176,93,162,104,91,50,106,451,242,215,1156
hotlake_ucc_69657,757,423,92,378,124,465,287,199,304,110,103,54,130,520,276,216,1021
hotlake_ucc_69658,2877,1370,358,1429,414,1419,1122,576,825,434,438,211,506,1733,1022,921,3128
hotlake_ucc_69659,8118,4011,1123,4064,2002,4828,3810,2523,2282,1464,1391,646,1378,6232,3613,3725,7013
hotlake_ucc_69660,37612,24049,8248,55026,10809,23183,26111,16210,12149,4032,4549,2339,4774,13478,10201,7738,14008
hotlake_ucc_69661,2160,1166,298,1211,339,893,676,435,466,245,278,132,274,1091,650,681,2945
hotlake_ucc_69662,1687,818,251,1022,334,933,577,408,571,249,276,110,290,778,482,510,1888
hotlake_ucc_69663,575,269,73,321,128,310,220,121,253,106,74,32,92,346,224,214,826
hotlake_ucc_69665,966,568,149,826,227,534,410,292,351,109,157,73,157,547,344,310,1251
hotlake_ucc_69666,779,339,86,347,143,359,249,161,198,117,142,51,167,460,223,277,1090
hotlake_ucc_69667,1831,947,273,966,338,859,575,328,483,312,335,128,364,902,580,568,1809
hotlake_ucc_69668,2204,1168,408,2081,607,1191,1224,707,774,249,279,91,301,1109,667,739,3679
hotlake_ucc_69669,1150,586,160,659,247,662,463,253,390,123,153,62,162,646,372,406,2402
hotlake_ucc_69670,764,409,134,474,120,405,282,150,278,75,109,45,96,558,274,308,1681
hotlake_ucc_69671,2422,1533,376,1520,423,1205,831,484,926,448,472,223,482,2031,1422,1314,5833
hotlake_ucc_69673,248,157,37,154,44,129,78,44,105,64,72,41,70,241,152,167,559
hotlake_ucc_69674,1154,759,167,707,190,570,495,250,395,142,157,61,157,781,483,428,2550
hotlake_ucc_69675,2081,1148,278,941,258,844,521,322,660,216,283,110,293,1077,644,687,4793
hotlake_ucc_69676,1127,536,151,452,133,383,268,148,313,134,133,47,159,641,359,364,2106
hotlake_ucc_69677,1650,813,190,790,373,867,537,384,604,490,538,188,542,1603,939,896,3207
hotlake_ucc_69678,2668,1286,417,1919,517,1558,1374,797,887,616,693,316,776,3089,2075,1960,2345
hotlake_ucc_69679,1420,781,182,1073,239,680,611,359,365,528,570,293,591,2365,1602,1427,1261
hotlake_ucc_69680,6447,3670,1069,3994,946,3538,2501,1455,2024,823,896,446,904,4181,2451,1841,8522
hotlake_ucc_69681,1003,564,167,506,189,494,330,199,332,181,185,86,209,885,590,511,2187
hotlake_ucc_69682,6188,3379,873,3047,652,2162,1161,924,1572,1274,1413,780,1375,4160,2758,2723,15588
hotlake_ucc_69683,7764,3665,1017,2927,1256,3737,1836,1183,2812,5534,8083,2352,10635,22463,14123,13755,24745
hotlake_ucc_69684,1118,519,105,1046,225,536,680,359,353,1092,1175,481,1206,6209,3464,3501,1417
hotlake_ucc_69685,3904,2064,615,4415,884,2015,2160,1274,1689,3601,3152,1617,3272,22767,15857,13834,4693
hotlake_ucc_69686,2411,1363,387,2662,681,1347,1615,943,1054,2326,2301,910,2271,12464,9781,8878,3327
hotlake_ucc_69688,7038,4168,1390,6067,1408,3087,2633,1454,1859,1402,1301,728,1422,5938,3711,3193,10829
hotlake_ucc_69689,2209,1050,307,1419,577,894,759,523,614,560,551,242,625,2122,1322,1393,3273
hotlake_ucc_69690,2057,1221,333,1297,311,1124,797,482,850,586,645,344,639,2577,1664,1568,3286
hotlake_ucc_69692,3226,1837,539,2332,438,1707,1465,704,1102,789,872,505,850,4552,2791,2085,4209
hotlake_ucc_69693,3057,1574,517,2407,650,1871,1751,1004,1029,1354,1602,716,1875,5323,3118,2859,3239
hotlake_ucc_69694,3711,1722,493,2242,710,1689,1350,804,1196,1077,1095,494,1341,4826,2880,3067,4831
hotlake_ucc_69696,377,173,70,175,42,131,87,64,96,52,67,21,66,146,119,118,508
hotlake_ucc_69697,211005,102543,31920,110283,64116,136138,79250,72167,73074,51081,57442,30948,74443,222778,122137,119386,361691
hotlake_ucc_69698,1631,712,178,600,246,682,448,325,449,118,79,38,110,388,222,288,3374
hotlake_ucc_69699,1256,656,199,541,169,472,342,193,312,82,72,29,86,325,231,189,2251
hotlake_ucc_69700,2597,1227,305,1062,410,1014,712,468,674,194,179,60,219,709,391,480,3622
hotlake_ucc_69701,1163,585,139,439,209,608,386,218,349,78,85,35,98,380,201,236,1949
hotlake_ucc_69702,3446,1553,483,1633,656,1638,1036,670,1026,344,406,170,390,1477,718,770,4646
hotlake_ucc_69703,4080,2030,569,1925,635,1720,1204,750,1262,316,321,142,432,1613,755,921,6900
hotlake_ucc_69704,1190,639,161,517,145,609,399,226,467,58,73,36,75,357,174,180,2129
hotlake_ucc_69705,1772,935,253,771,218,937,599,335,613,79,89,38,74,400,214,230,3068
hotlake_ucc_69706,859,396,86,281,157,497,246,185,290,45,67,38,70,267,106,118,1210
hotlake_ucc_69707,1677,768,202,692,319,860,525,313,566,107,118,41,130,474,266,298,2646
hotlake_ucc_69708,842,344,135,424,214,563,326,161,357,53,66,30,104,329,199,239,1622
hotlake_ucc_69709,1197,792,234,1104,259,810,732,353,598,59,70,22,59,364,179,164,1750
hotlake_ucc_69710,9512,4949,1307,5997,2383,5124,4119,2638,3582,3674,4398,1721,4926,19203,13290,14169,17259
hotlake_ucc_69711,8425,4336,1304,5351,2033,4140,3317,2035,2967,4519,4760,2074,4586,20595,13881,14527,20945
hotlake_ucc_69712,11987,7589,2154,12686,2647,6060,6498,3354,4476,3226,3415,1767,3305,19082,12698,10705,28731
hotlake_ucc_69713,403,208,43,200,90,243,195,143,111,74,76,35,84,377,174,173,471
hotlake_ucc_69714,4289,1868,849,3358,950,2635,1832,941,1885,179,185,48,195,649,411,367,1858
hotlake_ucc_69715,6264,3557,983,3400,889,3489,1894,1288,2761,562,622,279,755,2432,1699,1536,11868
hotlake_ucc_69716,1354,567,172,453,258,606,368,230,465,155,158,68,181,745,464,472,1976
hotlake_ucc_69717,884,446,132,428,135,444,276,206,275,158,168,69,174,603,312,301,1373
hotlake_ucc_69718,275,87,25,116,49,80,83,58,76,17,23,8,31,119,62,76,456
hotlake_ucc_69719,296,153,47,211,59,136,122,90,81,41,45,19,41,158,93,95,449
hotlake_ucc_69720,1909,1025,290,953,260,862,644,421,624,286,290,112,338,1285,755,834,3427
hotlake_ucc_69721,843,409,126,387,147,377,252,185,320,136,153,80,168,604,330,349,1460
hotlake_ucc_69722,429,198,63,196,48,216,170,116,109,53,43,20,49,178,87,131,649
hotlake_ucc_69723,814,427,108,415,149,400,269,168,294,96,100,35,147,540,336,334,1405
hotlake_ucc_69724,2349,1238,414,1528,413,1091,881,607,786,288,276,123,349,1197,672,710,3461
hotlake_ucc_69725,590,249,95,375,150,322,243,161,174,129,165,53,160,345,185,201,645
hotlake_ucc_69726,238,88,13,134,62,84,77,38,64,22,31,7,35,92,80,83,252
hotlake_ucc_69727,401,202,49,177,43,165,105,60,145,47,59,22,56,272,146,149,672
hotlake_ucc_69728,322,158,43,202,70,180,153,100,106,32,60,15,47,189,102,116,480
hotlake_ucc_69729,509,193,61,275,120,251,234,162,160,59,77,27,102,230,164,157,505
hotlake_ucc_69730,9070,4714,1337,4093,1390,4311,2021,1598,2841,992,828,387,1003,3360,2155,2132,13592
hotlake_ucc_69731,640,305,74,386,123,353,262,179,239,125,190,67,170,451,268,269,1162
hotlake_ucc_69732,327,163,56,165,69,125,79,73,108,59,48,24,66,224,125,156,628
hotlake_ucc_69733,698,324,93,373,114,304,214,125,261,100,118,31,100,399,264,246,1137
hotlake_ucc_69734,391,216,48,130,51,177,100,68,93,56,85,31,68,230,153,149,761
hotlake_ucc_69735,3223,1987,469,1279,415,1457,634,737,1062,320,290,175,311,1793,1294,1163,9815
hotlake_ucc_69736,5148,2921,887,2179,569,1518,791,589,935,489,419,197,561,1545,870,1169,7185
hotlake_ucc_69737,2232,1227,304,796,313,937,406,283,689,183,237,81,272,1122,717,584,4732
hotlake_ucc_69738,1492,702,202,636,219,616,417,305,416,391,340,164,472,1383,894,912,3017
hotlake_ucc_69739,1804,966,232,935,232,926,700,381,591,277,299,176,362,1743,1111,1011,5776
hotlake_ucc_69740,52424,40404,13146,30229,4609,33921,10555,8359,22318,1556,1638,811,1588,8768,6726,4628,59142
hotlake_ucc_69741,3561,1669,496,2220,606,1629,1143,759,1184,650,778,295,727,2600,1628,1554,5460
hotlake_ucc_69742,1599,693,212,1239,426,991,918,529,661,338,372,136,431,1227,746,743,2047
hotlake_ucc_69743,1312,658,167,764,276,627,442,293,426,182,175,85,195,900,611,479,2095
hotlake_ucc_69744,433,198,39,201,71,258,178,117,134,146,180,73,202,823,546,491,677
hotlake_ucc_69745,905,450,96,586,152,419,369,234,269,287,295,145,337,1334,779,795,1675
hotlake_ucc_69746,646,373,106,439,109,259,219,161,181,140,137,54,128,785,432,409,825
hotlake_ucc_69747,1045,485,111,531,203,438,344,257,304,165,214,98,274,1037,612,608,1469
hotlake_ucc_69748,444,194,60,302,75,229,202,88,119,103,110,45,148,427,298,211,704
hotlake_ucc_69749,1300,554,152,788,350,663,642,332,416,248,235,103,300,822,509,445,1410
hotlake_ucc_69750,2673,1340,476,1724,479,1825,1310,704,1167,540,514,238,592,2120,1226,1193,3015
hotlake_ucc_69751,3288,1766,623,3003,720,1541,1437,795,1215,430,465,231,484,1485,1158,1046,4664
hotlake_ucc_69752,1800,801,235,918,394,847,567,375,628,273,248,117,383,1078,609,597,3777
hotlake_ucc_69753,14450,8212,3852,12989,3005,8051,7121,4007,4578,6064,5785,3099,7807,20017,14269,13249,17627
hotlake_ucc_69754,1656,756,234,1227,267,595,603,383,386,442,386,183,473,2703,1839,1482,2424
hotlake_ucc_69755,1074,709,193,1145,156,487,586,337,360,415,430,222,442,2768,1950,1546,2293
hotlake_ucc_69756,5877,3143,833,4360,1209,2766,2650,1489,2071,2406,2335,1281,2522,13697,9354,8501,11841
hotlake_ucc_69757,3299,1943,512,1944,432,1811,1246,701,1281,1726,1607,853,1692,8211,4441,4159,4528
hotlake_ucc_69758,323,190,64,335,96,160,182,111,122,74,73,49,91,340,204,203,391
hotlake_ucc_69759,8107,5522,2372,9119,1411,5213,4990,2431,3545,1086,1065,530,1068,5371,3764,2688,8950
hotlake_ucc_69760,1681,1815,772,5037,686,1455,1601,1318,1079,183,273,85,186,1439,1238,662,1886
hotlake_ucc_69761,153,48,22,75,28,69,54,36,42,54,61,27,65,235,131,124,314
hotlake_ucc_69762,105,73,34,78,17,72,33,27,41,28,26,6,37,116,75,62,224
hotlake_ucc_69764,110,74,31,67,25,65,55,22,34,34,27,20,51,153,76,96,318
hotlake_ucc_69766,68,29,11,57,11,44,25,22,32,23,26,11,21,72,54,28,135
hotlake_ucc_69767,50,31,17,44,10,14,15,14,21,10,10,11,15,41,25,27,94
hotlake_ucc_69768,74,40,24,50,19,26,35,18,22,16,18,10,20,72,60,40,163
hotlake_ucc_69769,86,44,18,60,21,51,29,25,29,33,25,14,31,74,50,42,133
hotlake_ucc_69771,1495,675,209,855,235,651,434,302,406,229,269,112,257,868,498,528,2485
hotlake_ucc_69772,1720,949,336,1280,259,871,657,391,581,222,213,124,217,802,571,532,2336
hotlake_ucc_69773,5618,2959,888,3317,726,2120,1636,1007,1526,577,687,283,694,2353,1537,1533,9551
hotlake_ucc_69774,1940,891,271,1018,377,999,635,433,687,172,194,84,238,713,334,370,2648
hotlake_ucc_69775,3401,1902,522,1791,422,1601,1066,646,1034,714,798,324,771,2709,1666,1689,5564
hotlake_ucc_69776,1721,940,278,1104,385,896,708,428,514,237,263,116,286,950,561,522,1836
hotlake_ucc_69777,9900,5510,1668,6463,1675,5167,3387,2562,3598,3779,4835,2377,5450,24160,18681,15576,23492
hotlake_ucc_69778,865,406,132,486,232,418,272,165,288,538,686,253,706,2032,1643,1163,1655
hotlake_ucc_69779,6879,3180,1207,3582,943,2913,1939,1201,2301,4293,5131,2399,5567,20738,12456,9799,11220
hotlake_ucc_69781,6942,4365,1385,5881,1441,3997,3089,2034,2903,709,813,374,759,3466,2302,1928,10830
hotlake_ucc_69782,1887,1073,288,1081,299,923,602,439,624,186,208,80,195,835,510,458,2766
hotlake_ucc_69783,1416,718,198,769,247,712,528,377,454,152,190,74,201,678,466,445,2036
hotlake_ucc_69784,1738,924,240,910,270,894,645,400,623,156,157,80,138,686,448,462,2892
hotlake_ucc_69785,819,371,98,443,138,415,304,208,246,133,109,68,126,456,227,254,786
hotlake_ucc_69786,313,177,45,132,48,146,110,80,96,73,54,26,79,264,150,188,458
hotlake_ucc_69787,282,148,39,214,73,207,171,62,122,46,41,18,57,294,148,159,514
hotlake_ucc_69788,2272,1155,354,1626,476,1274,1231,672,775,414,473,203,470,1641,992,976,1963
hotlake_ucc_69789,1153,580,156,780,264,621,492,317,449,280,351,142,386,1334,796,744,1539
hotlake_ucc_69790,1406,590,174,756,328,620,532,338,454,306,336,158,376,1405,896,890,1743
hotlake_ucc_69791,3576,1666,439,2261,672,1772,1537,902,1130,717,790,399,829,3103,2133,2119,3812
hotlake_ucc_69792,744,466,104,380,145,388,323,212,304,224,228,108,277,792,575,638,963
hotlake_ucc_69793,2123,1052,204,888,324,1141,666,477,754,497,510,216,567,2269,1362,1355,2725
hotlake_ucc_69794,538,244,71,266,79,262,178,125,161,141,110,56,140,481,309,268,569
hotlake_ucc_69795,1164,642,193,879,269,626,542,355,403,178,181,86,205,944,643,556,1470
hotlake_ucc_69796,874,502,179,457,74,399,238,169,311,202,214,88,160,632,404,261,1575
hotlake_ucc_69797,2237,1387,448,934,211,972,393,349,669,490,455,276,418,1517,974,607,2891
hotlake_ucc_69798,882,510,140,194,69,614,170,94,308,177,172,103,158,467,225,132,989
hotlake_ucc_69799,542,324,96,343,67,298,171,118,197,120,137,60,131,512,330,216,892
hotlake_ucc_69800,188,84,44,180,55,89,96,57,47,42,39,22,42,162,94,100,112
hotlake_ucc_69801,1371,857,284,1436,354,952,959,505,625,275,314,147,327,1796,1152,942,2370
hotlake_ucc_69802,2207,1460,471,2046,328,918,957,562,698,811,762,434,905,3632,2109,1465,3370
hotlake_ucc_69803,5493,2658,652,2623,664,1939,1597,876,1167,6294,6223,2968,7255,24912,12319,13590,7049
hotlake_ucc_69805,871,472,157,688,193,537,506,311,354,635,589,450,907,3674,2660,2274,996
hotlake_ucc_69806,55,34,9,43,5,29,37,20,22,109,142,76,160,729,499,380,149
hotlake_ucc_69807,231,81,20,85,36,74,71,39,50,363,384,264,595,2051,1351,1366,333
hotlake_ucc_69808,110,47,7,50,6,39,28,18,21,141,105,82,194,632,413,382,115
hotlake_ucc_69809,631,273,79,320,122,340,178,111,175,902,930,499,1162,4419,3203,2723,780
hotlake_ucc_69810,538,293,66,298,113,235,215,113,144,560,655,364,914,3930,2926,2311,872
hotlake_ucc_69811,651,380,115,519,107,313,317,166,222,410,474,331,540,2365,1886,1475,729
hotlake_ucc_69812,928,419,133,453,123,387,296,160,206,380,487,222,562,1825,1445,1126,804
hotlake_ucc_69813,794,378,109,446,200,381,255,175,249,403,384,158,523,1591,1103,862,1025
hotlake_ucc_69814,416,191,57,225,81,218,190,122,168,244,270,140,312,1213,735,521,979
hotlake_ucc_69815,1092,458,126,437,176,634,474,268,366,464,490,220,639,1991,1120,983,1637
hotlake_ucc_69816,419,205,55,307,40,190,203,107,124,51,54,22,41,182,110,106,473
hotlake_ucc_69817,123,69,20,85,22,42,45,32,29,19,23,7,25,112,77,68,187
hotlake_ucc_69818,316,135,55,203,59,155,146,74,91,37,39,21,38,216,137,103,437
hotlake_ucc_69819,460,249,70,442,75,212,243,135,144,73,84,46,70,453,247,234,591
hotlake_ucc_69820,2569,2353,1020,4516,575,1733,1630,1165,867,145,133,121,138,779,680,389,1855
hotlake_ucc_69821,781,426,125,570,213,385,329,197,258,153,137,55,180,701,365,466,616
hotlake_ucc_69822,3817,2236,717,3612,781,1945,2153,1100,1261,634,550,334,600,3257,2015,1968,4249
hotlake_ucc_69823,10123,8122,2837,20080,2971,7486,7860,5844,5915,6130,5837,3080,5140,47806,39290,24573,14153
hotlake_ucc_69824,4434,3761,1465,7413,1296,2932,2245,2025,2421,687,632,364,536,4909,4487,2856,5773
hotlake_ucc_69825,6415,5678,1883,11998,1514,2976,2818,2162,2520,618,516,351,500,4563,3965,2487,8434
hotlake_ucc_69826,3830,1854,549,3256,967,2138,1916,1112,1214,2215,2111,1096,2368,9220,5849,5288,5098
hotlake_ucc_69827,1009,575,157,789,188,631,567,295,503,544,473,275,564,2427,1536,1371,4339
hotlake_ucc_69828,2162,1337,305,1563,258,1067,756,515,690,290,338,191,338,1624,1080,944,4907
hotlake_ucc_69830,20828,12590,3551,14966,3151,10912,7344,4478,7535,7244,7404,4130,7699,36529,29712,23909,36928
hotlake_ucc_69832,2401,1141,379,1415,520,1295,1010,612,790,351,391,142,393,1929,1108,1010,2612
hotlake_ucc_69833,1542,1083,269,1411,234,731,786,431,549,222,195,97,174,1119,678,593,1760
hotlake_ucc_69834,1178,678,243,923,273,810,674,353,627,240,253,132,249,1126,751,581,1514
hotlake_ucc_69835,837,414,125,739,152,553,597,237,361,228,203,109,214,1154,715,545,1005
hotlake_ucc_69836,2032,928,306,2007,609,1129,1158,743,781,2283,2467,1164,2749,9763,7280,6241,2172
hotlake_ucc_69837,2354,1552,555,3189,779,1912,1803,1176,1304,1345,1583,881,1695,7457,6381,4118,2415
hotlake_ucc_69838,1,4,0,7,0,1,3,5,0,0,1,0,0,5,2,7,6
hotlake_ucc_124546,798,680,232,1274,200,754,559,399,547,123,111,82,93,890,541,338,1163
hotlake_ucc_69839,775,412,112,521,157,411,305,220,287,609,583,227,578,2846,1928,2059,1539
hotlake_ucc_69840,272,180,43,239,64,165,121,88,150,159,235,107,180,1113,727,655,340
hotlake_ucc_69841,437,242,76,486,122,231,291,158,177,398,374,158,391,1782,1485,1100,567
hotlake_ucc_69842,730,395,103,536,155,357,313,222,233,188,221,89,282,1164,651,641,1042
hotlake_ucc_69843,107,45,20,95,15,46,53,29,46,30,31,5,16,131,87,85,180
hotlake_ucc_124547,319,165,64,419,67,171,231,109,108,71,70,21,64,213,147,136,314
hotlake_ucc_69844,964,412,151,625,154,455,414,278,230,127,131,58,140,780,419,417,942
hotlake_ucc_69845,546,233,52,382,100,277,211,150,169,123,182,54,201,280,170,171,603
hotlake_ucc_69846,218,164,66,310,32,134,133,120,136,424,410,172,475,461,317,533,836
hotlake_ucc_69847,187,69,28,93,16,106,54,36,61,24,22,14,42,108,63,56,256
hotlake_ucc_69848,807,378,118,302,74,337,153,99,258,119,125,46,138,385,228,244,1757
hotlake_ucc_69849,556,239,50,196,80,241,147,77,155,103,85,36,118,389,197,254,733
hotlake_ucc_69850,152,56,16,77,26,71,60,32,39,31,35,16,34,138,82,82,239
hotlake_ucc_69851,3096,1280,364,1598,593,1594,1223,694,1001,507,627,215,625,2442,1104,1206,2726
hotlake_ucc_69852,1064,563,164,758,191,573,532,282,377,189,174,81,195,985,445,495,989
hotlake_ucc_69853,581,255,64,311,136,330,241,178,172,96,123,46,87,392,220,291,491
hotlake_ucc_69854,1728,717,188,857,343,932,711,441,594,254,300,118,372,1306,632,718,1778
hotlake_ucc_69855,556,209,86,290,111,270,248,122,173,86,78,28,96,310,159,200,562
hotlake_ucc_69856,342,157,39,184,51,188,115,70,99,67,77,32,95,386,179,199,307
hotlake_ucc_69857,419,231,40,341,122,209,198,165,129,97,92,54,127,390,239,273,408
hotlake_ucc_69858,1551,816,239,1401,447,994,918,508,555,213,236,90,225,995,579,541,1529
hotlake_ucc_69859,2042,1140,347,1952,509,1205,1380,695,733,143,178,82,174,785,460,366,1946
hotlake_ucc_69860,190,94,24,139,41,85,87,50,59,46,30,10,29,110,71,46,185
hotlake_ucc_69862,256,141,22,116,37,102,84,65,84,36,41,21,66,195,104,89,272
hotlake_ucc_69863,2312,1046,273,1329,455,1242,965,588,683,400,429,176,517,1692,864,931,2016
hotlake_ucc_69864,1646,723,200,715,273,623,554,284,386,365,321,133,369,1149,628,731,1033
hotlake_ucc_69865,383,196,54,207,81,195,163,82,118,69,85,26,77,215,116,151,568
